chr	start	end	V4	V6
chr3	68780914	68981761	NM_001005527	-
chr3	69985750	70017488	NM_198158	+
chr3	69812961	70017488	NM_006722	+
chr3	69985750	70017488	NM_000248	+
chr3	69985750	70017488	NM_198178	+
chr3	69788585	70017488	NM_198159	+
chr3	69217933	69435455	NM_015123	-
chr3	69915374	70017488	NM_198177	+
chr3	69812706	70017488	NM_001184967	+
chr3	71003864	71114074	NM_001244813	-
chr3	71003864	71180092	NM_001244815	-
chr3	71003864	71294316	NM_001244814	-
chr3	71820805	71834357	NM_001126128	-
chr3	71820805	71834357	NM_021935	-
chr3	72084669	72149606	NR_104116	-
chr3	72200407	72223490	NR_038221	+
chr3	72798427	72897598	NM_018130	-
chr3	72423743	72495774	NM_012234	-
chr3	72937384	73024522	NM_001080393	+
chr3	73431651	73674072	NM_015009	-
chr3	78646387	79068609	NM_133631	-
chr3	78646387	79068609	NM_001145845	-
chr3	84687555	84918726	NR_033860	-
chr3	85849136	85877200	NR_046752	-
chr3	87276412	87304698	NM_014043	+
chr3	87276412	87304698	NM_001244644	+
chr3	87138429	87206219	NR_104153	+
chr3	89156673	89531284	NM_005233	+
chr3	89156673	89449495	NM_182644	+
chr3	93698982	93774522	NM_182896	+
chr3	93698982	93774522	NM_001174150	+
chr3	93698982	93774522	NM_144996	+
chr3	93698982	93774522	NR_033427	+
chr3	93698982	93774522	NM_001174151	+
chr3	97158436	97367421	NM_001278300	+
chr3	96533424	96728971	NM_001278301	+
chr3	97158436	97367421	NM_173655	+
chr3	96533424	97467786	NM_001080448	+
chr3	97540883	97663830	NM_153605	+
chr3	98298289	98312455	NM_000097	-
chr3	98433176	98451495	NR_046683	-
chr3	99357439	99515577	NM_001850	+
chr3	99357439	99515577	NM_020351	+
chr3	100120036	100175170	NM_001085451	+
chr3	99979660	100044096	NM_018309	+
chr3	99979660	100044096	NM_001199198	+
chr3	99833773	99897476	NM_001167924	+
chr3	100211462	100296285	NM_018004	+
chr3	100328432	100414323	NM_032787	+
chr3	101443493	101486181	NM_024548	+
chr3	101090696	101232085	NM_001282804	-
chr3	101043032	101232085	NM_001282803	-
chr3	101043032	101232085	NM_020654	-
chr3	101043032	101232085	NM_001282801	-
chr3	101043032	101232085	NM_001282802	-
chr3	101043032	101232085	NM_001077203	-
chr3	103903475	103946105	NR_030330	-
chr3	105377108	105587887	NM_170662	-
chr3	105085556	105244230	NM_001243283	+
chr3	105085556	105272014	NM_001243281	+
chr3	105085556	105295757	NM_001627	+
chr3	105085556	105295757	NM_001243280	+
chr3	107241782	107530176	NM_001142568	+
chr3	107241782	107530176	NM_020235	+
chr3	107602051	107647753	NR_015394	+
chr3	107241782	107530176	NM_001276286	+
chr3	108677086	108836993	NM_014429	-
chr3	108626641	108672677	NM_005459	-
chr3	108099215	108248169	NM_014981	-
chr3	108308336	108413693	NM_014648	+
chr3	109128836	109214014	NR_109841	+
chr3	110791014	110913016	NM_001243288	+
chr3	112051915	112081658	NM_005944	+
chr3	111393522	111565294	NM_153268	+
chr3	111578567	111695364	NM_001134439	+
chr3	111578026	111695364	NM_001134438	+
chr3	111578026	111695364	NM_145753	+
chr3	111260925	111371206	NM_005816	+
chr3	111859751	112013074	NM_183061	-
chr3	111393522	111565294	NM_001185106	+
chr3	111451326	111695364	NM_001134437	+
chr3	111260925	111371206	NM_198196	+
chr3	112051915	112081658	NM_001004196	+
chr3	113005776	113160361	NM_001164496	-
chr3	112721291	112738555	NM_015412	-
chr3	112323232	112359990	NM_199512	-
chr3	112721291	112738555	NR_027796	-
chr3	112721291	112738555	NR_027794	-
chr3	113081711	113160361	NM_018338	-
chr3	112323232	112359990	NM_199511	-
chr3	112455295	112468166	NR_110017	-
chr3	112930311	113006310	NM_033254	+
chr3	112931343	113006310	NM_001301861	+
chr3	113465865	113530905	NM_001690	+
chr3	113847498	113918254	NM_001282563	-
chr3	113616317	113666021	NM_001172105	+
chr3	113682983	113775460	NM_020817	-
chr3	113557680	113666021	NM_017577	+
chr3	113367232	113415493	NR_111981	-
chr3	113367232	113415493	NM_001009899	-
chr3	115521209	116164385	NM_002338	-
chr3	118619478	118864898	NM_152538	-
chr3	118619478	118753676	NM_001015887	-
chr3	119013219	119138323	NM_020754	+
chr3	119243139	119278481	NM_005191	-
chr3	119540801	119813264	NM_002093	-
chr3	119884327	119963142	NM_001168271	-
chr3	120405527	120461384	NM_173825	-
chr3	119540801	119813264	NM_001146156	-
chr3	119884327	119963142	NM_153002	-
chr3	120043575	120068186	NM_001099678	-
chr3	121150272	121264853	NM_199420	-
chr3	120627049	121143608	NM_014980	+
chr3	121488609	121553926	NM_001023570	-
chr3	121488609	121553926	NM_001023571	-
chr3	121350244	121379795	NM_001292041	-
chr3	121350244	121379795	NM_005335	-
chr3	122140747	122233786	NM_002264	-
chr3	122283184	122294049	NM_138287	+
chr3	122140747	122233786	NR_026698	-
chr3	122513900	122599986	NM_032839	+
chr3	122399671	122449687	NM_017554	+
chr3	122135052	122162094	NR_125405	+
chr3	123001142	123167392	NM_183357	-
chr3	123001142	123135189	NM_001199642	-
chr3	123331142	123603149	NM_053026	-
chr3	122920773	122992982	NM_012430	+
chr3	123331142	123339530	NM_053032	-
chr3	123331142	123339530	NM_053031	-
chr3	122785855	122880953	NM_006810	+
chr3	123331142	123603149	NM_053028	-
chr3	123331142	123603149	NM_053027	-
chr3	123331142	123603149	NM_053025	-
chr3	122785855	122880953	NR_028444	+
chr3	123304359	123349666	NR_038266	+
chr3	123304359	123349666	NR_121654	+
chr3	124624288	124653595	NM_033049	-
chr3	124481794	124606144	NM_002213	-
chr3	123813557	124238698	NM_003947	+
chr3	124303505	124440036	NM_007064	+
chr3	123813557	124440036	NM_001024660	+
chr3	123813557	123883533	NR_028136	+
chr3	124944512	125094198	NM_021964	-
chr3	125165487	125239058	NR_073435	-
chr3	125165487	125239058	NM_003794	-
chr3	125247701	125314381	NM_022776	-
chr3	124801479	124930243	NM_001195483	-
chr3	124801479	124931609	NM_024628	-
chr3	125688027	125702296	NM_001012337	+
chr3	125546079	125604920	NR_125395	-
chr3	125546079	125604920	NR_125396	-
chr3	126200007	126236616	NM_001165974	-
chr3	126200007	126236616	NM_144639	-
chr3	126423062	126679263	NM_032343	+
chr3	126325894	126373967	NM_052883	-
chr3	126325894	126373967	NM_001173513	-
chr3	126707436	126756235	NM_032242	+
chr3	127794652	127797899	NR_046645	+
chr3	127407904	127541725	NM_007283	-
chr3	127407904	127541725	NM_001256585	-
chr3	127641901	127706514	NM_207335	+
chr3	127407904	127542093	NM_001003794	-
chr3	128444978	128533641	NM_004637	+
chr3	128182436	128191160	NR_037890	+
chr3	128806411	128880073	NM_001204890	-
chr3	128689781	128712986	NM_020741	-
chr3	128580350	128590384	NR_034179	-
chr3	129366634	129612419	NM_001128224	-
chr3	129158878	129239350	NM_018262	+
chr3	129158878	129239350	NM_001280541	+
chr3	129158878	129239350	NM_001280545	+
chr3	129366634	129407575	NR_033361	-
chr3	129158878	129239350	NM_052990	+
chr3	129101676	129118282	NR_003111	-
chr3	129158878	129239350	NM_001280546	+
chr3	129158878	129239350	NM_052985	+
chr3	129158878	129239350	NM_052989	+
chr3	129366634	129599402	NM_001017395	-
chr3	130613291	130722046	NM_014382	+
chr3	130397777	130465696	NM_014602	-
chr3	130613291	130735555	NM_001199185	+
chr3	130612904	130735555	NM_001199183	+
chr3	130612904	130722046	NM_001199184	+
chr3	130745693	130893981	NM_145910	+
chr3	130745693	131069309	NM_001146003	+
chr3	130569368	130735555	NM_001199180	+
chr3	130745693	131069309	NM_024800	+
chr3	130612834	130722046	NM_001199179	+
chr3	130064358	130203690	NR_022012	+
chr3	130569368	130722046	NM_001199181	+
chr3	130064358	130203690	NM_001278298	+
chr3	130569368	130735555	NM_001199182	+
chr3	130064358	130203690	NM_153264	+
chr3	130279177	130395888	NM_001102608	+
chr3	130613433	130735555	NM_001001487	+
chr3	130613433	130735555	NM_001001486	+
chr3	130612858	130735555	NM_001001485	+
chr3	131181044	131221860	NM_007208	-
chr3	131252403	131754286	NM_130808	-
chr3	131252403	131758450	NM_153429	-
chr3	131252403	131756648	NM_001289112	-
chr3	132757131	133116619	NM_001136469	+
chr3	132757131	133116619	NM_023943	+
chr3	132373289	132396944	NM_198329	+
chr3	132379139	132396944	NM_024818	+
chr3	132136552	132257876	NM_015268	+
chr3	132441185	132593050	NR_002811	+
chr3	132843664	133116619	NM_001282865	+
chr3	132276981	132441303	NR_037804	-
chr3	134074186	134093427	NM_001278685	-
chr3	133543079	133614691	NM_016577	-
chr3	133293277	133309118	NM_001282765	+
chr3	133292433	133309118	NM_001134422	+
chr3	134074186	134094259	NM_001278683	-
chr3	133293277	133309118	NM_001282764	+
chr3	133651539	133748920	NM_005630	-
chr3	133292433	133309118	NM_017548	+
chr3	133875977	133969586	NM_002958	-
chr3	133293277	133309118	NM_001134423	+
chr3	133293277	133309118	NM_001282763	+
chr3	133292433	133309118	NM_001282762	+
chr3	134086645	134086704	NR_106885	-
chr3	134074186	134093427	NM_016201	-
chr3	133875977	133969586	NM_001005861	-
chr3	134514098	134979307	NM_004441	+
chr3	134318764	134369864	NM_178554	-
chr3	135684514	135866752	NM_001190447	+
chr3	135684514	135866752	NM_002718	+
chr3	135741576	135866752	NM_181897	+
chr3	136676706	136729926	NM_144717	+
chr3	136560817	136580905	NR_110177	-
chr3	136560817	136580905	NR_110176	-
chr3	136560817	136580905	NR_110175	-
chr3	137879829	137893791	NM_016216	-
chr3	138213180	138313225	NM_024491	-
chr3	137980278	138048728	NM_178130	-
chr3	138213180	138313225	NM_001288964	-
chr3	138218725	138313225	NM_001288966	-
chr3	138213180	138313225	NM_001288965	-
chr3	138213180	138313225	NM_001288967	-
chr3	137490752	137499719	NR_109987	+
chr3	139279022	139396885	NM_001200047	-
chr3	139279022	139396885	NM_178177	-
chr3	139062860	139075887	NM_020191	+
chr3	139108644	139302161	NR_121609	+
chr3	139654026	140286919	NM_022131	+
chr3	141205925	141331197	NM_006506	+
chr3	140770742	140867453	NM_080862	+
chr3	141043054	141168632	NM_001080412	+
chr3	141663269	141868386	NM_001178138	-
chr3	141663269	141747507	NM_006286	-
chr3	142168076	142297668	NM_001184	-
chr3	141663269	141868386	NM_001178139	-
chr3	141663269	141747507	NM_001178142	-
chr3	141663269	141747507	NM_001178141	-
chr3	142443265	142526729	NM_003304	+
chr3	142315228	142432505	NM_001145319	+
chr3	142025448	142166904	NM_019001	-
chr3	142342265	142432505	NM_002670	+
chr3	141663269	141719229	NM_001178140	-
chr3	142443265	142526729	NM_001251845	+
chr3	142025448	142166904	NM_001282857	-
chr3	142720371	142779567	NM_001080415	+
chr3	142984063	143567373	NM_173653	-
chr3	147139113	147227697	NR_121655	+
chr3	148747903	148804341	NM_003071	-
chr3	148747903	148804341	NM_139048	-
chr3	149530474	149679925	NM_007282	+
chr3	149235021	149375812	NM_001168280	-
chr3	149235021	149421060	NM_001168278	-
chr3	149682690	149688741	NM_002628	-
chr3	149235021	149375888	NM_015472	-
chr3	149530474	149679925	NM_183381	+
chr3	149682690	149688741	NM_053024	-
chr3	150321065	150348234	NM_016275	+
chr3	150690464	150797617	NR_024066	+
chr3	150458909	150481263	NM_005067	-
chr3	151468966	151645963	NR_110203	-
chr3	151468966	151645963	NR_110202	-
chr3	151347319	151542394	NR_031678	+
chr3	153993456	154042286	NM_001114397	-
chr3	153839148	153975616	NM_001251963	+
chr3	153993456	154042286	NM_020865	-
chr3	153839148	153975616	NM_015595	+
chr3	153742189	153838999	NR_037901	-
chr3	153838791	153975616	NM_001251962	+
chr3	155197670	155394105	NM_001130961	-
chr3	155197670	155394105	NM_001130960	-
chr3	155197670	155421997	NM_014996	-
chr3	157154579	157161417	NM_002852	+
chr3	156544147	156643045	NM_001193283	+
chr3	156465131	156534851	NR_038387	-
chr3	156977531	157217445	NM_024621	-
chr3	156977531	157221136	NM_001167912	-
chr3	156977531	157221136	NM_001167911	-
chr3	156544095	156763918	NM_001004316	+
chr3	157827840	158262624	NM_001271838	+
chr3	157827840	158262624	NM_016625	+
chr3	157827840	158262624	NM_001271834	+
chr3	158787040	158984096	NM_001042705	+
chr3	158787040	158984096	NM_001197100	+
chr3	158787040	158981535	NM_001042706	+
chr3	159974773	160117320	NM_020800	-
chr3	159974773	160117320	NM_001190241	-
chr3	159631189	159924879	NR_108088	-
chr3	159974773	160101554	NM_001190242	-
chr3	160939098	160969795	NM_015938	+
chr3	160473995	160788817	NM_139245	+
chr3	161214595	161221730	NM_001080440	+
chr3	161062579	161089871	NM_001040100	-
chr3	162895030	163021089	NR_033945	-
chr3	164431882	164549268	NR_126405	-
chr3	165490691	165555253	NM_000055	-
chr3	164696685	164796283	NM_001041	-
chr3	164924747	165231516	NR_125764	+
chr3	166958076	167098085	NM_024687	-
chr3	166958076	167098071	NM_001199202	-
chr3	167453510	167543357	NM_005025	+
chr3	166958076	167098085	NM_001199201	-
chr3	167196472	167371289	NM_178824	-
chr3	167613735	167641797	NR_033843	+
chr3	167453431	167543357	NM_001122752	+
chr3	167110583	167126307	NR_126353	+
chr3	167967309	168548374	NR_021485	+
chr3	169940219	170023770	NM_002740	+
chr3	170177341	170303863	NM_020949	-
chr3	171318194	171528284	NM_002662	-
chr3	171561138	171577108	NM_001164436	+
chr3	171318194	171528284	NM_001130081	-
chr3	172468474	172539264	NM_001258316	+
chr3	172348434	172429008	NM_001146276	-
chr3	172223297	172241297	NM_003810	-
chr3	172348434	172429008	NM_001146278	-
chr3	172348434	172429008	NM_001146277	-
chr3	172223297	172241297	NM_001190942	-
chr3	172468474	172539264	NM_018098	+
chr3	172607146	172859058	NM_031955	-
chr3	172348434	172429008	NM_020792	-
chr3	172468474	172539264	NM_001258315	+
chr3	172223297	172241297	NR_033994	-
chr3	173116237	174001139	NM_014932	+
chr3	174952881	174988885	NR_046713	-
chr3	176738541	176915048	NM_024665	-
chr3	177534652	177617012	NR_110826	+
chr3	179041550	179053320	NM_016331	+
chr3	178735010	178789656	NM_022470	-
chr3	178276487	178562217	NM_005832	+
chr3	178735010	178789656	NM_152240	-
chr3	178866310	178952497	NM_006218	+
chr3	178276487	178562217	NM_001278911	+
chr3	179512746	179754841	NM_001256753	-
chr3	179512746	179754841	NM_016559	-
chr3	179512746	179754841	NM_001256750	-
chr3	179370932	179507189	NM_003940	+
chr3	179512746	179692008	NM_001256754	-
chr3	179512746	179754841	NM_001256751	-
chr3	179512746	179754841	NM_001256752	-
chr3	179512746	179692008	NM_001256756	-
chr3	179512746	179692008	NM_001256755	-
chr3	180425377	180587966	NR_109986	-
chr3	181138950	181160274	NR_125407	-
chr3	182164757	182204150	NR_040105	-
chr3	182840002	182880667	NM_014398	-
chr3	182511290	182639421	NM_014616	+
chr3	182971031	182991179	NM_032047	+
chr3	182895791	183146057	NM_015078	-
chr3	183205318	183273499	NM_130446	-
chr3	183353410	183402304	NM_017644	+
chr3	184279586	184300196	NM_004443	+
chr3	184016885	184026842	NM_002808	+
chr3	184018368	184026842	NM_001278708	+
chr3	184018368	184026842	NM_001278709	+
chr3	183892633	183901879	NM_004068	+
chr3	183892633	183901879	NM_001025205	+
chr3	185000728	185206882	NM_001242314	+
chr3	185080835	185206882	NM_004721	+
chr3	185000728	185206882	NM_001242317	+
chr3	184795837	184870802	NM_001025266	-
chr3	184908411	184971886	NM_001966	-
chr3	184908411	184971886	NM_001166415	-
chr3	185361526	185542827	NM_006548	-
chr3	185361526	185538919	NM_001291873	-
chr3	185361526	185538919	NM_001291872	-
chr3	185361526	185542827	NM_001291869	-
chr3	185304030	185348885	NM_021627	+
chr3	185361526	185538919	NM_001291875	-
chr3	185361526	185538919	NM_001291874	-
chr3	185361526	185542827	NM_001007225	-
chr3	186383746	186396023	NM_000412	+
chr3	185864989	186080023	NM_001346	-
chr3	186507681	186524290	NM_002916	-
chr3	186507681	186524484	NM_181573	-
chr3	185864989	186080023	NM_001080745	-
chr3	185864989	186080023	NM_001080744	-
chr3	186739664	186796341	NM_003032	+
chr3	187420153	187450203	NR_034062	+
chr3	186648314	186796341	NM_173217	+
chr3	186648314	186796341	NM_173216	+
chr3	187871660	188608460	NM_001167672	+
chr3	187930720	188608460	NM_005578	+
chr3	187943192	188608460	NM_001167671	+
chr3	189349215	189615068	NM_001114978	+
chr3	189507448	189599284	NM_001114982	+
chr3	189507448	189615068	NM_001114981	+
chr3	189507448	189615068	NM_001114980	+
chr3	189349215	189599284	NM_001114979	+
chr3	189349215	189615068	NM_003722	+
chr3	188889762	189041271	NM_198485	+
chr3	190231839	190369308	NM_001167928	+
chr3	190231839	190348073	NM_001167930	+
chr3	190570525	190580465	NM_001146686	-
chr3	190231839	190374986	NM_001167931	+
chr3	190231839	190369308	NM_001167929	+
chr3	190231839	190348073	NM_134470	+
chr3	190231839	190369308	NM_002182	+
chr3	191046873	191116459	NM_178335	+
chr3	191046873	191116459	NM_174908	+
chr3	191143312	191308145	NR_120606	+
chr3	192514604	192635950	NM_178496	-
chr3	193310932	193415600	NM_130835	+
chr3	193310932	193415600	NM_130831	+
chr3	193310932	193415600	NM_015560	+
chr3	193310932	193415600	NM_130832	+
chr3	193853930	193856401	NM_005524	+
chr3	193310932	193415600	NM_130836	+
chr3	193310932	193415600	NM_130833	+
chr3	192992830	193096514	NM_198505	-
chr3	193310932	193415600	NM_130837	+
chr3	193310932	193415600	NM_130834	+
chr3	193119865	193272696	NM_032279	-
chr3	194789012	194991895	NM_152531	-
chr3	194115549	194119995	NM_004488	-
chr3	194361516	194393206	NM_018385	-
chr3	195295572	195311076	NM_001647	-
chr3	195686791	195717150	NR_003264	-
chr3	195943382	195960301	NM_152672	+
chr3	195415368	195438746	NR_122105	+
chr3	196594726	196661584	NM_152699	+
chr3	196769430	196911002	NM_001204388	-
chr3	196769430	196911002	NM_001204387	-
chr3	196769430	197025447	NM_004087	-
chr3	196466727	196559518	NM_002577	+
chr3	196728611	196756687	NM_005929	-
chr3	196769430	197025447	NM_001204386	-
chr3	196769430	197026143	NM_001290983	-
chr3	196195656	196230639	NM_152617	-
chr3	196769430	197025447	NM_001098424	-
chr3	197236653	197300194	NM_203315	-
chr3	197615945	197676796	NM_001134435	-
chr3	197236653	197282858	NM_203314	-
chr3	197236653	197282858	NM_004051	-
chr3	197518144	197598456	NM_032773	+
chr3	197615945	197686886	NM_032263	-
chr3	197784403	197807542	NR_003291	-
chr3	65430	66175	NR_110824	+
chr3	405055	427478	NR_110739	-
chr3	2152092	2185925	NR_046555	-
chr3	3081344	3102829	NR_046554	-
chr3	3191316	3221401	NM_016302	-
chr3	3168599	3190706	NM_182916	+
chr3	3191316	3221401	NM_001173482	-
chr3	3841120	3889387	NM_020873	+
chr3	4344987	4356086	NM_001276325	+
chr3	4344987	4358949	NM_001243723	+
chr3	4345296	4358949	NR_024022	+
chr3	4344987	4358949	NM_006515	+
chr3	4344987	4358949	NR_075073	+
chr3	4532000	4534847	NR_108075	-
chr3	4790877	4793274	NR_004428	-
chr3	4938492	4948186	NR_125914	-
chr3	5021096	5026865	NM_003670	+
chr3	5163929	5222601	NM_018184	+
chr3	5291861	5291940	NR_039953	-
chr3	7561427	7576971	NR_046606	-
chr3	8543492	8592961	NM_001278235	+
chr3	8613467	8616354	NR_024065	+
chr3	8543492	8609811	NM_014583	+
chr3	8543492	8609811	NM_001278234	+
chr3	8543492	8609811	NM_001278233	+
chr3	8661085	8693764	NM_015931	-
chr3	8661085	8686484	NR_046358	-
chr3	8661085	8693764	NM_001256749	-
chr3	8661085	8686484	NM_001256748	-
chr3	8792094	8811300	NM_000916	-
chr3	8918879	9005159	NM_020165	-
chr3	9258578	9261192	NR_103443	+
chr3	9234176	9236137	NR_121663	+
chr3	9234176	9236137	NR_121664	+
chr3	9404716	9428475	NM_015453	+
chr3	9404716	9428475	NM_001114092	+
chr3	9439383	9519838	NM_001080517	+
chr3	9439383	9519838	NM_001292043	+
chr3	9791627	9808353	NM_016827	+
chr3	9791627	9799089	NM_002542	+
chr3	9791627	9808353	NM_016821	+
chr3	9791627	9808353	NM_016826	+
chr3	9799028	9811668	NM_003656	-
chr3	9791627	9799089	NM_016820	+
chr3	9791627	9799089	NM_016819	+
chr3	9791627	9808353	NM_016829	+
chr3	9791627	9808353	NM_016828	+
chr3	9773433	9789699	NM_004634	+
chr3	9745509	9771592	NM_153635	+
chr3	9773433	9789699	NM_001003694	+
chr3	9834800	9848789	NM_001198780	+
chr3	9908393	9921938	NM_001199551	-
chr3	9908393	9921938	NM_001199552	-
chr3	9908393	9920496	NM_001199623	-
chr3	9834231	9848789	NM_005718	+
chr3	9879532	9885702	NM_173659	-
chr3	9932270	9936031	NM_032492	+
chr3	9944295	9958084	NM_153483	+
chr3	9879532	9885702	NM_001142547	-
chr3	9944511	9958084	NM_153480	+
chr3	9908393	9920740	NM_022094	-
chr3	9944511	9958084	NM_001193380	+
chr3	9834231	9878040	NM_001198793	+
chr3	9851643	9878040	NR_037162	+
chr3	9834178	9848789	NM_001024959	+
chr3	9834178	9848789	NM_001024960	+
chr3	9944511	9958084	NM_153481	+
chr3	9851643	9878040	NM_001025930	+
chr3	9944511	9958084	NR_104198	+
chr3	10028576	10048687	NR_103821	+
chr3	10059236	10067820	NR_002786	-
chr3	9975523	9987097	NM_015513	+
chr3	10048101	10052779	NM_001008737	-
chr3	10005635	10028522	NM_018447	-
chr3	9975524	9987097	NM_001031717	+
chr3	9975524	9987097	NM_001077415	+
chr3	9987225	9994078	NM_207351	-
chr3	9989087	9996471	NR_046734	+
chr3	10145818	10149915	NM_001164839	-
chr3	10157332	10168874	NM_018462	+
chr3	10183318	10195354	NM_000551	+
chr3	10123003	10149915	NM_173472	-
chr3	10183318	10195354	NM_198156	+
chr3	10327433	10332419	NM_016362	-
chr3	10327433	10334631	NR_024137	-
chr3	10327433	10334631	NR_024136	-
chr3	10327433	10334631	NM_001134946	-
chr3	10327433	10334631	NM_001134944	-
chr3	10327433	10334631	NR_024132	-
chr3	10327433	10334631	NM_001134945	-
chr3	10327433	10332419	NM_001134941	-
chr3	10322635	10335133	NR_024145	+
chr3	10322635	10335133	NR_024144	+
chr3	10327433	10334631	NR_024134	-
chr3	10290176	10322906	NM_014760	+
chr3	10322635	10335133	NR_004431	+
chr3	10327433	10334631	NR_024133	-
chr3	10327433	10334631	NR_024135	-
chr3	10327433	10334631	NR_024138	-
chr3	10326102	10327430	NR_026829	+
chr3	10322635	10335133	NR_073567	+
chr3	10322635	10335133	NR_073568	+
chr3	10322635	10335133	NR_073566	+
chr3	10436172	10436246	NR_030614	-
chr3	10667700	10668492	NR_046766	-
chr3	10801168	10805877	NR_027102	-
chr3	11034419	11080935	NM_003042	+
chr3	11047783	11060910	NR_046647	-
chr3	11294384	11304939	NM_000861	+
chr3	11597540	11623865	NM_001128220	-
chr3	11597540	11646055	NM_001284391	-
chr3	11597540	11610398	NM_001128221	-
chr3	11831915	11888393	NM_001284401	-
chr3	11831915	11888393	NM_138807	-
chr3	11831915	11888393	NR_104314	-
chr3	12194567	12200851	NM_003256	-
chr3	12526009	12574820	NM_001145392	+
chr3	12525930	12574820	NM_001145393	+
chr3	12526009	12572512	NM_001145395	+
chr3	12526009	12574820	NM_025265	+
chr3	12525930	12574820	NM_001145394	+
chr3	12598512	12625210	NM_014160	+
chr3	12625099	12705700	NM_002880	-
chr3	12598512	12625210	NM_001271707	+
chr3	12775028	12800808	NM_001284407	-
chr3	12775028	12810956	NM_001284406	-
chr3	12775028	12800808	NM_018306	-
chr3	12775028	12800808	NM_001284408	-
chr3	12876443	12881949	NM_001007074	-
chr3	12876443	12883081	NM_000994	-
chr3	12876443	12883081	NM_001007073	-
chr3	12881810	12881949	NR_002582	-
chr3	13521714	13547924	NM_024827	+
chr3	13521843	13547924	NM_001136041	+
chr3	13518487	13521553	NR_046690	-
chr3	13974552	13978444	NR_036481	+
chr3	14220227	14239869	NM_014463	+
chr3	14186647	14220172	NR_027299	-
chr3	14166439	14185180	NM_024334	+
chr3	14186647	14220172	NM_004628	-
chr3	14389950	14394068	NR_110135	-
chr3	14444075	14530857	NM_001134367	+
chr3	14444075	14530857	NM_003043	+
chr3	14444075	14489693	NM_001134368	+
chr3	14444075	14530857	NR_103507	+
chr3	14693252	14714166	NM_016474	+
chr3	14984285	14989400	NR_046255	-
chr3	14984285	14989948	NR_046251	-
chr3	14984285	14989012	NR_046254	-
chr3	14984285	14989012	NR_046253	-
chr3	14984285	14989012	NR_046252	-
chr3	15090018	15106816	NM_022497	-
chr3	15111575	15140664	NM_001302378	-
chr3	15111575	15140664	NM_022340	-
chr3	15137177	15140664	NR_126155	-
chr3	15247732	15294423	NM_014296	+
chr3	15295690	15306005	NR_046084	+
chr3	15206868	15247466	NR_027927	-
chr3	15491639	15563258	NM_080539	-
chr3	15491639	15540379	NM_080538	-
chr3	15469063	15484120	NM_033083	+
chr3	15491639	15563258	NM_005677	-
chr3	15537745	15537815	NR_036232	-
chr3	15643251	15683759	NM_001281726	+
chr3	15643475	15687328	NM_001281725	+
chr3	15602210	15643359	NM_001284413	-
chr3	15643251	15687328	NM_000060	+
chr3	15602210	15643359	NM_012260	-
chr3	15643251	15687328	NM_001281724	+
chr3	15602210	15643359	NM_001284416	-
chr3	15602210	15643359	NM_001284415	-
chr3	15642858	15687328	NM_001281723	+
chr3	15602210	15643359	NR_104315	-
chr3	15915277	15915356	NR_030289	+
chr3	16298567	16306496	NM_206831	-
chr3	16306666	16347594	NM_138381	+
chr3	16298567	16306496	NM_001047434	-
chr3	16577824	16582880	NR_103843	+
chr3	16974687	16974752	NR_037465	+
chr3	18389132	18480265	NM_001131010	-
chr3	18389132	18466829	NM_002971	-
chr3	18389132	18466829	NM_001195470	-
chr3	18486728	18571606	NR_125803	+
chr3	19356339	19356423	NR_039954	-
chr3	19988571	20026667	NM_004162	+
chr3	20021452	20053765	NR_027694	-
chr3	20026835	20053765	NM_001252657	-
chr3	19988571	20026667	NM_001292048	+
chr3	20209935	20227724	NM_001199255	-
chr3	20209935	20227724	NM_001199251	-
chr3	20202084	20227724	NM_001199256	-
chr3	20202084	20227724	NM_001199252	-
chr3	20209935	20227724	NM_001199253	-
chr3	20202084	20227724	NM_001199254	-
chr3	20202084	20227698	NM_138484	-
chr3	20202084	20227724	NM_001199257	-
chr3	20215735	20227919	NR_046723	+
chr3	20209935	20227698	NM_001012413	-
chr3	20209935	20227698	NM_001012411	-
chr3	20209935	20227698	NM_001012409	-
chr3	20202084	20227698	NM_001012410	-
chr3	20202084	20227698	NM_001012412	-
chr3	20383959	20392420	NR_110814	+
chr3	21447217	21448177	NR_002311	+
chr3	21584280	21621451	NR_046731	+
chr3	23845514	23848396	NR_046652	-
chr3	23958294	23962347	NM_002948	+
chr3	23933571	23958537	NM_020345	-
chr3	23958294	23965187	NM_001253384	+
chr3	23958617	23962347	NM_001253383	+
chr3	23958652	23962347	NM_001253382	+
chr3	23959195	23962347	NM_001253380	+
chr3	23958294	23962347	NM_001253379	+
chr3	23987611	24022109	NM_001145425	+
chr3	23986750	24022109	NM_005126	+
chr3	23986750	24022109	NR_110524	+
chr3	24141464	24144738	NR_026834	-
chr3	24192814	24231447	NR_121667	+
chr3	24562852	24562926	NR_039955	-
chr3	24535577	24541502	NR_046244	+
chr3	25706363	25706430	NR_039644	-
chr3	25831562	25836025	NM_001145391	+
chr3	25831562	25836025	NM_017897	+
chr3	25831562	25836025	NR_026937	+
chr3	25900022	25915186	NR_034055	-
chr3	27414211	27498245	NM_003615	-
chr3	27414211	27498245	NM_001258380	-
chr3	27757439	27764206	NM_001278183	-
chr3	27757439	27764206	NM_005442	-
chr3	27757439	27764206	NM_001278182	-
chr3	28373179	28390618	NM_001134432	-
chr3	28363843	28390618	NM_022461	-
